TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,27,12,3,BURRARD ST / W GEORGIA ST,West End,491193.0,5459080.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,17,3,45,BUTE ST / DAVIE ST,West End,490301.0,5458792.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,30,19,3,CAMBIE ST / W KING EDWARD AVE,South Cambie,491594.0,5455148.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,11,19,17,CAMBIE ST / W PENDER ST,Central Business District,491994.0,5458762.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,16,17,47,CLARK DR / E 2ND AVE,Strathcona,494370.0,5457335.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,24,21,34,CLARK DR / GRANT ST,Strathcona,494374.0,5457640.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,15,44,DAVIE ST / CARDERO ST,West End,489915.0,5459172.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,14,20,48,DRAKE ST / SEYMOUR ST,Central Business District,490778.0,5458084.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,29,8,1,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.0,5458920.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,17,19,E 26TH AVE / FRASER ST,Riley Park,493437.0,5454986.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,31,14,11,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.0,5457382.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,15,55,E 41ST AVE / DUMFRIES ST,Victoria-Fraserview,494591.0,5453319.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,9,17,45,E 57TH AVE / KNIGHT ST,Sunset,494388.0,5451707.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,25,14,37,E 62ND AVE / INVERNESS ST,Sunset,494161.0,5451225.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,3,16,38,E HASTINGS ST / HAWKS AVE,Strathcona,493660.0,5458707.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,18,20,2,E KING EDWARD AVE / KINGSWAY AVE,Kensington-Cedar Cottage,494727.0,5455083.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,4,20,26,EAST BLVD / W 41ST AVE,Kerrisdale,488716.0,5453544.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,15,10,33,FRASER ST / E 26TH AVE,Riley Park,493437.0,5454986.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,16,11,FRASER ST / E 51ST AVE,Sunset,493385.0,5452313.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,16,8,FRASER ST / E 8TH AVE,Mount Pleasant,493517.0,5456743.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,31,6,49,FRASER ST / KINGSWAY AVE,Mount Pleasant,493463.0,5455991.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,12,16,2,GRANDVIEW HWY / RUPERT ST,Renfrew-Collingwood,497535.0,5456151.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,21,9,GRANVILLE ST / W 16TH AVE,Shaughnessy,489900.0,5456041.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,14,15,19,GRANVILLE ST / W 47TH AVE,Kerrisdale,489826.0,5452897.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,9,7,GRANVILLE ST / W 67TH AVE,Marpole,489770.0,5450908.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,17,12,49,GRANVILLE ST BRIDGE,,,
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,26,15,57,GREAT NORTHERN WAY / GLEN DR,Mount Pleasant,494084.0,5456945.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,16,15,8,HEATHER ST / W BROADWAY AVE,Fairview,491276.0,5456732.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,12,0,3,HOWE ST / PACIFIC ST,Central Business District,490516.0,5458114.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,30,13,10,JOYCE ST / E 29TH AVE,Renfrew-Collingwood,498115.0,5454620.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,27,13,23,KINGSWAY AVE / GLADSTONE ST,Kensington-Cedar Cottage,495501.0,5454533.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,8,6,28,KINGSWAY AVE / JOYCE ST,Renfrew-Collingwood,497386.0,5453485.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,30,22,51,NELSON ST / EXPO BLVD,Central Business District,491563.0,5458020.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,27,15,34,QUEBEC ST / NATIONAL AVE,Central Business District,492590.0,5458031.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,14,16,13,RENFREW ST / ADANAC ST,Hastings-Sunrise,496791.0,5458301.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,17,8,20,RICHARDS ST / W HASTINGS ST,Central Business District,491861.0,5459038.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,5,17,18,ROBSON ST / CARDERO ST,West End,490380.0,5459638.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,18,21,19,SE MARINE DR / E 64TH AVE,Sunset,492313.0,5451049.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,7,17,36,SE MARINE DR / VICTORIA DR,Victoria-Fraserview,495184.0,5450763.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,25,20,50,SMITHE ST / RICHARDS ST,Central Business District,491309.0,5458483.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,7,13,26,STANLEY PARK DR,Stanley Park,490056.0,5460207.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,29,8,55,THURLOW ST / DAVIE ST,West End,490456.0,5458633.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,28,6,14,VICTORIA DR / E 36TH AVE,Kensington-Cedar Cottage,495236.0,5453858.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,15,10,18,VICTORIA DR / E 45TH AVE,Victoria-Fraserview,495224.0,5452966.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,10,7,42,VICTORIA DR / JASPER CRES,Victoria-Fraserview,495196.0,5451599.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,12,15,58,W 16TH AVE / ARBUTUS ST,Arbutus Ridge,488875.0,5456069.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,22,11,20,W 41ST AVE / ATHLONE ST,Oakridge,490070.0,5453503.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,29,8,51,W 48TH AVE / GRANVILLE ST,Kerrisdale,489823.0,5452799.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,9,9,19,W 4TH AVE / STEPHENS ST,Kitsilano,487898.0,5457301.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,23,9,35,W 70TH AVE / HUDSON ST,Marpole,490211.0,5450646.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,7,21,16,W KING EDWARD AVE / ARBUTUS ST,Arbutus Ridge,488863.0,5455441.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,11,17,43,WINDERMERE ST / VENABLES ST,Hastings-Sunrise,497360.0,5458183.0
Vehicle Collision or Pedestrian Struck (with Injury),2025,1,16,17,35,X BLOCK E BROADWAY AVE,Mount Pleasant,492392.0,5456699.0
Break and Enter Commercial,2025,1,4,8,6,10XX BROUGHTON ST,West End,490247.1512,5459171.0415
Break and Enter Commercial,2025,1,3,8,21,10XX GILFORD ST,West End,489790.0823,5459725.2284
Break and Enter Commercial,2025,1,16,4,51,10XX HAMILTON ST,Central Business District,491228.7164,5458165.9512
Break and Enter Commercial,2025,1,13,20,15,10XX HOMER ST,Central Business District,491256.0712,5458279.3725
Break and Enter Commercial,2025,1,5,4,58,10XX MARINASIDE CRES,Central Business District,491407.6806,5457872.1403
Break and Enter Commercial,2025,1,3,14,13,10XX PACIFIC ST,West End,490258.8902,5458368.3026
Break and Enter Commercial,2025,1,13,3,44,10XX ROBSON ST,West End,491036.3006,5458993.5239
Break and Enter Commercial,2025,1,27,11,5,12XX CARDERO ST,West End,489880.677,5459144.9701
Break and Enter Commercial,2025,1,17,6,39,12XX SEYMOUR ST,Central Business District,490827.6466,5458140.8548
Break and Enter Commercial,2025,1,2,10,5,13XX BROUGHTON ST,West End,489932.2252,5458835.7419
Break and Enter Commercial,2025,1,2,15,9,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2025,1,14,4,15,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2025,1,11,14,0,14XX W 8TH AVE,Fairview,489966.1417,5456863.4918
Break and Enter Commercial,2025,1,8,9,28,15XX BEACH AVE,West End,489712.3602,5458916.5553
Break and Enter Commercial,2025,1,14,9,55,15XX CHARLES ST,Grandview-Woodland,494679.6171,5457817.3756
Break and Enter Commercial,2025,1,6,4,15,15XX HARO ST,West End,490386.3557,5459483.2262
Break and Enter Commercial,2025,1,16,10,50,15XX HARO ST,West End,490386.3557,5459483.2262
Break and Enter Commercial,2025,1,20,6,44,15XX W 7TH AVE,Fairview,489846.6173,5456969.1422
Break and Enter Commercial,2025,1,18,16,12,16XX E 2ND AVE,Grandview-Woodland,494875.6828,5457334.2856
Break and Enter Commercial,2025,1,26,4,38,16XX MAIN ST,Mount Pleasant,492683.523,5457608.8799
Break and Enter Commercial,2025,1,27,8,22,16XX ROBSON ST,West End,490364.9781,5459660.5297
Break and Enter Commercial,2025,1,9,13,18,16XX W BROADWAY AVE,Fairview,489689.1801,5456767.8461
Break and Enter Commercial,2025,1,14,20,0,17XX COTTON DR,Grandview-Woodland,494797.5125,5457410.7879
Break and Enter Commercial,2025,1,29,4,50,17XX DAVIE ST,West End,489718.6811,5459362.2899
Break and Enter Commercial,2025,1,5,13,31,17XX DAVIE ST,West End,489773.7611,5459320.3881
Break and Enter Commercial,2025,1,25,5,30,17XX LORNE ST,Mount Pleasant,492797.0984,5457381.0363
Break and Enter Commercial,2025,1,27,21,59,17XX NELSON ST,West End,489994.1024,5459565.7863
Break and Enter Commercial,2025,1,19,0,22,18XX MAIN ST,Mount Pleasant,492661.3332,5457301.3701
Break and Enter Commercial,2025,1,30,14,55,19XX E HASTINGS ST,Grandview-Woodland,495356.905,5458721.9553
Break and Enter Commercial,2025,1,7,13,22,19XX W 1ST AVE,Kitsilano,489181.4068,5457556.9911
Break and Enter Commercial,2025,1,24,5,48,1XX E 5TH AVE,Mount Pleasant,492533.0957,5457078.055
Break and Enter Commercial,2025,1,2,9,46,1XX W 4TH AVE,Mount Pleasant,492140.5712,5457195.5587
Break and Enter Commercial,2025,1,12,1,15,1XX W GEORGIA ST,Central Business District,491874.5614,5458414.2252
Break and Enter Commercial,2025,1,17,14,43,21XX CASSIAR ST,Hastings-Sunrise,497748.8776,5456960.8617
Break and Enter Commercial,2025,1,6,0,0,22XX CAMBRIDGE ST,Grandview-Woodland,495693.5087,5459315.5276
Break and Enter Commercial,2025,1,10,17,51,22XX E BROADWAY AVE,Kensington-Cedar Cottage,495719.9939,5456606.1663
Break and Enter Commercial,2025,1,10,5,45,22XX GRANVILLE ST,Fairview,489920.5124,5457015.4053
Break and Enter Commercial,2025,1,6,21,0,22XX W 1ST AVE,Kitsilano,488553.8508,5457573.9553
Break and Enter Commercial,2025,1,20,13,25,24XX VICTORIA DR,Grandview-Woodland,495208.8573,5456624.3211
Break and Enter Commercial,2025,1,17,23,0,25XX E BROADWAY AVE,Renfrew-Collingwood,496071.2361,5456580.0441
Break and Enter Commercial,2025,1,21,20,54,25XX E HASTINGS ST,Hastings-Sunrise,496137.2491,5458709.0516
Break and Enter Commercial,2025,1,23,0,19,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Break and Enter Commercial,2025,1,11,4,33,25XX WILLOW ST,Fairview,491131.8602,5456708.2993
Break and Enter Commercial,2025,1,17,4,40,26XX DUKE ST,Renfrew-Collingwood,496261.6363,5454099.9875
Break and Enter Commercial,2025,1,2,8,52,26XX RUPERT ST,Renfrew-Collingwood,497554.6158,5456431.2093
Break and Enter Commercial,2025,1,5,3,50,27XX E 48TH AVE,Victoria-Fraserview,496306.1644,5452567.1124
Break and Enter Commercial,2025,1,3,18,0,29XX FIR ST,Fairview,489721.0046,5456287.8856
Break and Enter Commercial,2025,1,4,16,2,2X W 2ND AVE,Mount Pleasant,492340.4871,5457389.0786
Break and Enter Commercial,2025,1,22,4,23,2XX CARRALL ST,Central Business District,492422.052,5458880.5879
Break and Enter Commercial,2025,1,2,16,30,2XX E BROADWAY AVE,Mount Pleasant,492743.054,5456679.4897
Break and Enter Commercial,2025,1,3,10,40,2XX W HASTINGS ST,Central Business District,492029.2172,5458878.1407
Break and Enter Commercial,2025,1,10,9,5,32XX ARBUTUS ST,Arbutus Ridge,488870.0231,5456064.387
Break and Enter Commercial,2025,1,10,17,45,34XX PORTER ST,Kensington-Cedar Cottage,495121.7463,5455641.4688
Break and Enter Commercial,2025,1,8,17,30,35XX SAWMILL CRES,Killarney,498003.0244,5450381.1837
Break and Enter Commercial,2025,1,9,4,54,36XX E HASTINGS ST,Hastings-Sunrise,498257.1239,5458714.1709
Break and Enter Commercial,2025,1,14,12,41,3XX CAMBIE ST,Central Business District,492052.4822,5458967.3453
Break and Enter Commercial,2025,1,1,19,28,3XX E PENDER ST,Strathcona,492991.7908,5458617.9164
Break and Enter Commercial,2025,1,22,9,7,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Break and Enter Commercial,2025,1,13,6,51,41XX MAIN ST,Riley Park,492648.7018,5455111.0918
Break and Enter Commercial,2025,1,26,17,54,49XX QUEBEC ST,Riley Park,492525.5938,5454173.778
Break and Enter Commercial,2025,1,2,4,26,4XX E BROADWAY AVE,Mount Pleasant,493024.9039,5456649.146
Break and Enter Commercial,2025,1,14,0,5,4XX E BROADWAY AVE,Mount Pleasant,493147.0532,5456638.5706
Break and Enter Commercial,2025,1,6,8,33,4XX NANAIMO ST,Hastings-Sunrise,495891.8794,5458651.1123
Break and Enter Commercial,2025,1,16,18,53,53XX JOYCE ST,Renfrew-Collingwood,497478.7591,5453632.5329
Break and Enter Commercial,2025,1,25,0,30,53XX JOYCE ST,Renfrew-Collingwood,497478.7591,5453632.5329
Break and Enter Commercial,2025,1,6,0,5,5XX DENMAN ST,Central Business District,490339.8409,5460053.516
Break and Enter Commercial,2025,1,20,13,5,5XX E 44TH AVE,Sunset,493244.5275,5453037.7391
Break and Enter Commercial,2025,1,21,22,30,64XX INVERNESS ST,Sunset,494176.181,5452553.9945
Break and Enter Commercial,2025,1,26,0,44,68XX MAIN ST,Sunset,492597.5728,5452219.4202
Break and Enter Commercial,2025,1,9,5,9,6XX DAVIE ST,Central Business District,490893.4032,5458208.6324
Break and Enter Commercial,2025,1,23,3,18,6XX E BROADWAY AVE,Mount Pleasant,493409.3482,5456635.3965
Break and Enter Commercial,2025,1,12,6,21,6XX W BROADWAY AVE,Fairview,491444.5744,5456732.1091
Break and Enter Commercial,2025,1,1,18,50,7XX GREAT NORTHERN WAY,Mount Pleasant,493622.5528,5457072.5752
Break and Enter Commercial,2025,1,23,6,15,8XX COMMERCIAL DR,Grandview-Woodland,494879.2045,5458238.751
Break and Enter Commercial,2025,1,2,23,24,8XX E 33RD AVE,Kensington-Cedar Cottage,493609.6367,5454176.1776
Break and Enter Commercial,2025,1,8,6,11,8XX E 7TH AVE,Mount Pleasant,493734.4998,5456846.4167
Break and Enter Commercial,2025,1,7,5,51,8XX HAMILTON ST,Central Business District,491488.6423,5458386.5968
Break and Enter Commercial,2025,1,24,4,24,9XX DENMAN ST,West End,489999.978,5459707.1511
Break and Enter Commercial,2025,1,22,9,30,9XX HORNBY ST,Central Business District,490927.597,5458673.7562
Break and Enter Commercial,2025,1,22,8,47,9XX HORNBY ST,Central Business District,490983.6204,5458728.7661
Break and Enter Commercial,2025,1,21,8,40,9XX RICHARDS ST,Central Business District,491204.6667,5458383.6548
Break and Enter Commercial,2025,1,6,4,30,9XX RICHARDS ST,Central Business District,491206.5251,5458385.5403
Break and Enter Commercial,2025,1,6,8,45,9XX STANLEY PARK DR,Stanley Park,490733.9851,5460444.1841
Break and Enter Residential/Other,2025,1,9,11,9,10XX MARINASIDE CRES,Central Business District,491399.9852,5457863.3141
Break and Enter Residential/Other,2025,1,9,17,21,10XX MARINASIDE CRES,Central Business District,491399.9852,5457863.3141
Break and Enter Residential/Other,2025,1,5,16,20,10XX W 49TH AVE,Oakridge,490553.2322,5452649.6057
Break and Enter Residential/Other,2025,1,27,8,53,11XX W 32ND AVE,Shaughnessy,490447.5328,5454445.3865
Break and Enter Residential/Other,2025,1,14,16,47,12XX ALBERNI ST,West End,490834.0469,5459342.8923
Break and Enter Residential/Other,2025,1,5,9,18,12XX W 59TH AVE,Marpole,490310.9347,5451607.6157
Break and Enter Residential/Other,2025,1,29,11,12,13XX GRANT ST,Grandview-Woodland,494459.1511,5457634.8341
Break and Enter Residential/Other,2025,1,6,9,15,14XX DISCOVERY ST,West Point Grey,485258.4692,5457927.9729
Break and Enter Residential/Other,2025,1,7,16,0,17XX MCSPADDEN AVE,Grandview-Woodland,494960.8256,5457081.0368
Break and Enter Residential/Other,2025,1,11,16,2,19XX WHYTE AVE,Kitsilano,489160.6576,5458072.3568
Break and Enter Residential/Other,2025,1,17,14,0,1XX E 54TH AVE,Sunset,492488.8939,5452033.3922
Break and Enter Residential/Other,2025,1,20,11,21,1XX E PENDER ST,Central Business District,492622.6562,5458639.427
Break and Enter Residential/Other,2025,1,15,13,11,1XX E PENDER ST,Central Business District,492635.2049,5458638.9425
Break and Enter Residential/Other,2025,1,12,10,0,1XX TALISMAN AVE,Riley Park,492022.7608,5454866.4533
Break and Enter Residential/Other,2025,1,2,7,31,20XX FRANKLIN ST,Grandview-Woodland,495406.0876,5458824.8564
Break and Enter Residential/Other,2025,1,4,14,39,21XX PARKER ST,Grandview-Woodland,495529.3104,5458098.3156
Break and Enter Residential/Other,2025,1,22,15,29,21XX W 5TH AVE,Kitsilano,488725.3475,5457185.5308
Break and Enter Residential/Other,2025,1,9,9,23,23XX W 20TH AVE,Arbutus Ridge,488369.958,5455755.3718
Break and Enter Residential/Other,2025,1,7,11,44,25XX E 23RD AVE,Renfrew-Collingwood,496175.1866,5455221.901
Break and Enter Residential/Other,2025,1,4,18,0,25XX WILLIAM ST,Hastings-Sunrise,496051.828,5457928.2219
Break and Enter Residential/Other,2025,1,2,17,14,26XX ASH ST,Fairview,491448.7998,5456547.3315
Break and Enter Residential/Other,2025,1,1,14,10,27XX COLERIDGE AVE,Killarney,496478.4352,5452665.528
Break and Enter Residential/Other,2025,1,13,17,57,28XX E 5TH AVE,Hastings-Sunrise,496597.4029,5456989.5424
Break and Enter Residential/Other,2025,1,8,20,0,28XX E BROADWAY AVE,Hastings-Sunrise,496738.553,5456582.6492
Break and Enter Residential/Other,2025,1,6,11,28,29XX E PENDER ST,Hastings-Sunrise,496884.4505,5458601.9428
Break and Enter Residential/Other,2025,1,7,16,21,2X E HASTINGS ST,Central Business District,492451.3272,5458751.7456
Break and Enter Residential/Other,2025,1,7,17,21,2XX ABBOTT ST,Central Business District,492262.1655,5459007.4422
Break and Enter Residential/Other,2025,1,2,23,27,32XX FRASER ST,Riley Park,493457.8833,5455953.5762
Break and Enter Residential/Other,2025,1,3,15,26,33XX E 5TH AVE,Hastings-Sunrise,497649.5292,5456983.4663
Break and Enter Residential/Other,2025,1,17,13,54,33XX VANNESS AVE,Renfrew-Collingwood,497638.8926,5453964.5781
Break and Enter Residential/Other,2025,1,8,6,30,33XX WINDSOR ST,Kensington-Cedar Cottage,493907.4038,5455784.2046
Break and Enter Residential/Other,2025,1,7,8,35,36XX E HASTINGS ST,Hastings-Sunrise,498254.1992,5458714.1627
Break and Enter Residential/Other,2025,1,29,22,34,37XX FRASER ST,Riley Park,493440.5547,5455397.0471
Break and Enter Residential/Other,2025,1,12,22,27,38XX OSLER ST,Shaughnessy,490566.051,5455348.6935
Break and Enter Residential/Other,2025,1,28,13,11,3XX CARRALL ST,Central Business District,492411.7115,5458845.2279
Break and Enter Residential/Other,2025,1,4,6,0,41XX ATLIN ST,Renfrew-Collingwood,496658.6989,5454961.9153
Break and Enter Residential/Other,2025,1,28,2,28,42XX ANGUS DR,Shaughnessy,489358.7642,5455050.1914
Break and Enter Residential/Other,2025,1,11,9,0,42XX KASLO ST,Renfrew-Collingwood,496567.2411,5454918.6492
Break and Enter Residential/Other,2025,1,12,7,0,4XX CAMPBELL AVE,Strathcona,493837.079,5458696.9422
Break and Enter Residential/Other,2025,1,14,10,42,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.2572
Break and Enter Residential/Other,2025,1,6,14,37,4XX STANLEY PARK DR,Stanley Park,490212.9412,5460476.5592
Break and Enter Residential/Other,2025,1,17,9,47,4XX W 59TH AVE,Marpole,491671.1065,5451580.1215
Break and Enter Residential/Other,2025,1,3,0,38,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2025,1,6,0,48,56XX RUPERT ST,Renfrew-Collingwood,496867.5289,5453443.2173
Break and Enter Residential/Other,2025,1,3,12,3,57XX ADERA ST,Kerrisdale,489569.5079,5453498.3781
Break and Enter Residential/Other,2025,1,12,7,2,57XX LANCASTER ST,Killarney,496958.0486,5453281.4976
Break and Enter Residential/Other,2025,1,8,14,9,58XX LANARK ST,Victoria-Fraserview,494481.2132,5453103.9632
Break and Enter Residential/Other,2025,1,14,15,0,58XX MAIN ST,Sunset,492619.105,5453208.711
Break and Enter Residential/Other,2025,1,24,14,42,5XX E 30TH AVE,Riley Park,493272.9786,5454531.3183
Break and Enter Residential/Other,2025,1,23,18,4,5XX E 44TH AVE,Sunset,493242.1547,5453037.7923
